日志时间,自运行起秒,账号,页面,阶段,键/标签,动作,结果,是否成功
2026-04-22 11:29:53,2308.207,念念饰品供应链,fxg_aftersale_fund_detail_bill,interaction,fund_detail_date_range,dateRange,auxoCalendarPick: 已点选起止均为 2026-04-21,是
2026-04-22 11:29:59,2313.718,念念饰品供应链,fxg_aftersale_fund_detail_bill,interaction,fund_detail_click_generate_report,click,#rc-tabs-0-panel-FUND_DETAIL_BILL > div > div.auxo-pro-table.custom-style-gray.auxo-pro-table-combined > div.auxo-pro-table-wrapper > div > div.auxo-pro-table-list-toolbar > div > div.auxo-space.auxo-space-horizontal.auxo-space-align-center.auxo-pro-table-list-toolbar-right > div > div > div > button,是
2026-04-22 11:30:00,2314.827,念念饰品供应链,fxg_aftersale_fund_detail_bill,interaction,confirm_fund_detail_generate,click,div.auxo-popover-inner div.auxo-popover-buttons button.auxo-btn-primary.auxo-btn-sm,是
2026-04-22 11:30:02,2317.589,念念饰品供应链,fxg_bill_history_report,nav,goto,skip_same_url,https://fxg.jinritemai.com/ffa/fxg-bill/history-report,是
2026-04-22 11:30:06,2320.980,念念饰品供应链,fxg_bill_history_report,interaction,export_bill_history_top,click+download,D:\Program Files (x86)\fff2_dianshang\output\抖店数据提取_20260422_105124_216a9b5b\downloads\念念饰品供应链_DL202604221129511568674356.csv,是
2026-04-22 11:30:10,2324.784,念念饰品供应链,fxg_aftersale_order_list_export,nav,goto,open_url,https://fxg.jinritemai.com/ffa/merchant-aftersale-workbench/aftersale/list,是
2026-04-22 11:30:14,2328.897,念念饰品供应链,fxg_aftersale_order_list_export,interaction,aftersale_expand_search_footer,click,#root > div > div:nth-child(1) > div[class*='searchForm'] > div[class*='footer'] > button[class*='aurora-btn-text'],是
2026-04-22 11:30:16,2330.718,念念饰品供应链,fxg_aftersale_order_list_export,interaction,refund_success,selectFilter,已选择「退款成功」（候选: 退款成功）,是
2026-04-22 11:30:29,2344.390,念念饰品供应链,fxg_aftersale_order_list_export,interaction,shipping_logistics_buyer_signed,selectFilter,已选择「买家已签收」（候选: 买家已签收）,是
2026-04-22 11:30:31,2345.857,念念饰品供应链,fxg_aftersale_order_list_export,interaction,aftersale_time_type_completion,selectFilter,已选择「完结时间」（候选: 完结时间）,是
2026-04-22 11:30:44,2359.650,念念饰品供应链,fxg_aftersale_order_list_export,interaction,aftersale_time_yesterday,selectFilter,已选择「昨日」（候选: 昨日、昨天）,是
2026-04-22 11:30:45,2360.242,念念饰品供应链,fxg_aftersale_order_list_export,interaction,aftersale_footer_query,click,#root > div > div:nth-child(1) > div.searchForm-AfmcYB > div.footer-rxnRYg > button.aurora-btn.css-al7m4l.css-var-root.aurora-btn-secondary.aurora-btn-color-primary.aurora-btn-variant-filled,是
2026-04-22 11:30:52,2366.747,念念饰品供应链,fxg_aftersale_order_list_export,interaction,export_aftersale_orders,click+download,D:\Program Files (x86)\fff2_dianshang\output\抖店数据提取_20260422_105124_216a9b5b\downloads\念念饰品供应链_售后单-2026-04-22 11_30_51.xlsx,是
2026-04-22 11:30:55,2369.954,念念饰品供应链,qianchuan_home_cost_roi,nav,goto,open_url,https://qianchuan.jinritemai.com/uni-prom?aavid=1811894639635532&ct=1&dr=2026-04-21%2C2026-04-21&uni=%7B%22uniTab%22%3A%22ad%22%7D,是
2026-04-22 11:31:00,2375.438,念念饰品供应链,qianchuan_home_cost_roi,interaction,uni_prom_pick_push_product,click,#new_uni_prom_shop_guidance > div > span > span,是
2026-04-22 11:31:04,2379.187,念念饰品供应链,qianchuan_home_cost_roi,field,整体消耗(元),extract:text,0.00  ← #app-container > div.app-content > div.content-body.no-left > div > div.data-overview-wrapper > div > div > div > div > div.card.stat_cost_for_roi2 > div > span > div > div.oc-statistic.oc-statistic-cursor.oc-statistic-bg-default.oc-statistic-block,是
2026-04-22 11:31:05,2380.034,念念饰品供应链,qianchuan_home_cost_roi,field,净成交ROI,extract:text,"整体支付ROI
--
--  ← #app-container > div.app-content > div.content-body.no-left > div > div.data-overview-wrapper > div > div > div > div > div.card.total_prepay_and_pay_order_roi2 > div > span > div > div.oc-statistic.oc-statistic-cursor.oc-statistic-bg-default.oc-statistic-block",是
2026-04-22 11:31:05,2380.450,念念饰品供应链,qianchuan_home_cost_roi,field,净成交订单数,extract:text,0  ← #app-container > div.app-content > div.content-body.no-left > div > div.data-overview-wrapper > div > div > div > div > div.card.total_pay_order_count_for_roi2 > div > span > div > div.oc-statistic.oc-statistic-cursor.oc-statistic-bg-default.oc-statistic-block,是
