日志时间,自运行起秒,账号,页面,阶段,键/标签,动作,结果,是否成功
2026-04-21 10:30:47,1782.877,无糖发饰供应链,qianchuan_home_cost_roi,field,净成交ROI,extract:text,48.64  ← #app-container > div.app-content > div.content-body.no-left > div > div.data-overview-wrapper > div > div > div > div > div.card.total_prepay_and_pay_order_roi2 > div > span > div > div.oc-statistic.oc-statistic-cursor.oc-statistic-bg-default.oc-statistic-block,是
2026-04-21 10:30:47,1783.294,无糖发饰供应链,qianchuan_home_cost_roi,field,净成交订单数,extract:text,375  ← #app-container > div.app-content > div.content-body.no-left > div > div.data-overview-wrapper > div > div > div > div > div.card.total_pay_order_count_for_roi2 > div > span > div > div.oc-statistic.oc-statistic-cursor.oc-statistic-bg-default.oc-statistic-block,是
2026-04-21 10:30:48,1784.169,小志饰品供应链,globalAccountLoop,nav,goto,open_url,https://fxg.jinritemai.com/ffa/mshop/homepage/index,是
2026-04-21 10:31:02,1798.327,小志饰品供应链,globalAccountLoop,account,switch,switchAccount,已切换店铺: 小志饰品供应链（CSS 流程）,是
2026-04-21 10:31:06,1801.883,小志饰品供应链,fxg_mshop_home,nav,goto,open_url,https://compass.jinritemai.com/shop,是
2026-04-21 10:31:16,1811.782,小志饰品供应链,fxg_mshop_home,field,经营概况整块文本,extract:text,"成交金额
¥22.01
昨日
¥50.59
同行基准
¥45
用户支付金额
¥14.49
昨日
¥33.81
同行基准
¥41.7
客单价
¥2.42
昨日
¥2.82
同行基准
¥9.9
成交订单数
6
昨日
12
同行标杆
16
结算金额
¥22.01
昨日
¥50.59
同行基准
¥38.46
商品曝光人数
2,226
昨日
8,267
同行标杆
5,275
商品点击人数
85
昨日
324
同行标杆
194
成交人数
6
昨日
12
同行标杆
13
退款金额（退款时间）
¥0.00
昨日
¥0.00
同行标杆
¥0
退款金额（支付时间）
¥0.00
昨日
-
同行基准
¥0
退款率（支付时间）
0%
昨日
0%
同行基准
0%
成交退款金额（退款时间）
¥0.00
昨日
¥0.00
同行标杆
¥0
退款订单数（退款时间）
-
昨日
-
退款订单数（支付时间）
-
昨日
-
商品曝光-点击转化率（人数）
3.82%
昨日
3.92%
同行基准
4.39%
商品点击-成交转化率（人数）
7.06%
昨日
3.7%
同行标杆
14.52%  ← #root > div.homepageWrapper-zxLmZT > div > dynamic-module-wrapper:nth-child(1) > div > div > div.coreContent-J7jCZG > div.businessDataWrap-LUgNmI > div:nth-child(1) > div > div.ecom-spin-nested-loading > div > div:nth-child(1)",是
2026-04-21 10:31:17,1813.289,小志饰品供应链,fxg_aftersale_fund_detail_bill,nav,goto,open_url,https://fxg.jinritemai.com/ffa/fxg-bill/fund-detail-bill,是
2026-04-21 10:31:23,1819.193,小志饰品供应链,fxg_aftersale_fund_detail_bill,interaction,fund_detail_date_range,dateRange,auxoCalendarPick: 已点选起止均为 2026-04-20,是
2026-04-21 10:31:29,1824.788,小志饰品供应链,fxg_aftersale_fund_detail_bill,interaction,fund_detail_click_generate_report,click,#rc-tabs-0-panel-FUND_DETAIL_BILL > div > div.auxo-pro-table.custom-style-gray.auxo-pro-table-combined > div.auxo-pro-table-wrapper > div > div.auxo-pro-table-list-toolbar > div > div.auxo-space.auxo-space-horizontal.auxo-space-align-center.auxo-pro-table-list-toolbar-right > div > div > div > button,是
2026-04-21 10:31:30,1825.865,小志饰品供应链,fxg_aftersale_fund_detail_bill,interaction,confirm_fund_detail_generate,click,div.auxo-popover-inner div.auxo-popover-buttons button.auxo-btn-primary.auxo-btn-sm,是
2026-04-21 10:31:33,1828.588,小志饰品供应链,fxg_bill_history_report,nav,goto,skip_same_url,https://fxg.jinritemai.com/ffa/fxg-bill/history-report,是
2026-04-21 10:31:35,1830.587,小志饰品供应链,fxg_bill_history_report,interaction,export_bill_history_top,click+download,D:\Program Files (x86)\fff2_dianshang\output\抖店数据提取_20260421_100103_d80a469a\downloads\小志饰品供应链_DL202604211031314932194305.csv,是
2026-04-21 10:31:40,1835.922,小志饰品供应链,fxg_aftersale_order_list_export,nav,goto,open_url,https://fxg.jinritemai.com/ffa/merchant-aftersale-workbench/aftersale/list,是
2026-04-21 10:31:44,1840.171,小志饰品供应链,fxg_aftersale_order_list_export,interaction,aftersale_expand_search_footer,click,#root > div > div:nth-child(1) > div[class*='searchForm'] > div[class*='footer'] > button[class*='aurora-btn-text'],是
2026-04-21 10:31:46,1841.981,小志饰品供应链,fxg_aftersale_order_list_export,interaction,refund_success,selectFilter,已选择「退款成功」（候选: 退款成功）,是
2026-04-21 10:31:56,1851.687,小志饰品供应链,fxg_aftersale_order_list_export,interaction,shipping_logistics_buyer_signed,selectFilter,已选择「买家已签收」（候选: 买家已签收）,是
2026-04-21 10:31:57,1853.133,小志饰品供应链,fxg_aftersale_order_list_export,interaction,aftersale_time_type_completion,selectFilter,已选择「完结时间」（候选: 完结时间）,是
2026-04-21 10:32:07,1862.908,小志饰品供应链,fxg_aftersale_order_list_export,interaction,aftersale_time_yesterday,selectFilter,已选择「昨日」（候选: 昨日、昨天）,是
2026-04-21 10:32:07,1863.448,小志饰品供应链,fxg_aftersale_order_list_export,interaction,aftersale_footer_query,click,#root > div > div:nth-child(1) > div.searchForm-AfmcYB > div.footer-rxnRYg > button.aurora-btn.css-al7m4l.css-var-root.aurora-btn-secondary.aurora-btn-color-primary.aurora-btn-variant-filled,是
2026-04-21 10:32:14,1869.688,小志饰品供应链,fxg_aftersale_order_list_export,interaction,export_aftersale_orders,click+download,D:\Program Files (x86)\fff2_dianshang\output\抖店数据提取_20260421_100103_d80a469a\downloads\小志饰品供应链_售后单-2026-04-21 10_32_13.xlsx,是
2026-04-21 10:32:17,1872.485,小志饰品供应链,qianchuan_home_cost_roi,account,skip_qianchuan,no_qianchuan_id,本店未配置千川ID，跳过千川页导航与切户，指标写入 None,是
2026-04-21 10:32:17,1872.511,小志饰品供应链,qianchuan_home_cost_roi,field,整体消耗(元),extract:text,None（未配置千川ID，跳过千川页）,是
2026-04-21 10:32:17,1872.535,小志饰品供应链,qianchuan_home_cost_roi,field,净成交ROI,extract:text,None（未配置千川ID，跳过千川页）,是
2026-04-21 10:32:17,1872.561,小志饰品供应链,qianchuan_home_cost_roi,field,净成交订单数,extract:text,None（未配置千川ID，跳过千川页）,是
2026-04-21 10:32:18,1873.465,艾佳甑选百货,globalAccountLoop,nav,goto,open_url,https://fxg.jinritemai.com/ffa/mshop/homepage/index,是
2026-04-21 10:32:30,1886.379,艾佳甑选百货,globalAccountLoop,account,switch,switchAccount,已切换店铺: 艾佳甑选百货（CSS 流程）,是
2026-04-21 10:32:34,1889.948,艾佳甑选百货,fxg_mshop_home,nav,goto,open_url,https://compass.jinritemai.com/shop,是
2026-04-21 10:32:44,1899.921,艾佳甑选百货,fxg_mshop_home,field,经营概况整块文本,extract:text,"成交金额
¥231.81
昨日
¥892.25
同行基准
¥533
用户支付金额
¥221.44
昨日
¥782.93
同行基准
¥502.55
客单价
¥5.83
昨日
¥4.55
同行基准
¥15.89
成交订单数
40
昨日
178
同行标杆
164
结算金额
¥200.30
昨日
¥827.88
同行基准
¥479.2
商品曝光人数
7,455
昨日
3.08万
同行标杆
4.5万
商品点击人数
358
昨日
1,549
同行标杆
1,572
成交人数
38
昨日
172
同行标杆
139
退款金额（退款时间）
¥41.06
昨日
¥78.09
同行标杆
¥16
退款金额（支付时间）
¥31.51
昨日
¥61.56
同行标杆
¥0
退款率（支付时间）
14.23%
昨日
7.86%
同行基准
8.57%
成交退款金额（退款时间）
¥41.06
昨日
¥80.90
同行标杆
¥17.63
退款订单数（退款时间）
5
昨日
18
同行标杆
1
退款订单数（支付时间）
3
昨日
15
同行标杆
0
商品曝光-点击转化率（人数）
4.8%
昨日
5.03%
同行基准
5.08%
商品点击-成交转化率（人数）
10.61%
昨日
11.1%
同行标杆
20.78%  ← #root > div.homepageWrapper-zxLmZT > div > dynamic-module-wrapper:nth-child(1) > div > div > div.coreContent-J7jCZG > div.businessDataWrap-LUgNmI > div:nth-child(1) > div > div.ecom-spin-nested-loading > div > div:nth-child(1)",是
2026-04-21 10:32:45,1901.431,艾佳甑选百货,fxg_aftersale_fund_detail_bill,nav,goto,open_url,https://fxg.jinritemai.com/ffa/fxg-bill/fund-detail-bill,是
